Training Set Error;Verifying Set Error;Training Set Error;Verifying Set Error;Training Set Error;Verifying Set Error;Training Set Error;Verifying Set Error;Training Set Error;Verifying Set Error
94,429086;83,348678;119,267085;103,094441;143,65565;158,522131;27,590409;33,0657;76,870302;93,507068
82,793501;110,170812;117,890072;83,429102;110,670986;162,502983;32,195455;29,956298;80,432076;113,873799
98,253388;120,993836;106,811921;107,494315;198,20953;119,393139;26,292974;28,695847;60,007473;89,986556
104,001139;69,963876;118,366039;109,471044;119,183015;151,699273;33,152103;25,856873;64,750073;71,630693
118,435773;117,779967;127,461873;99,386286;167,602386;121,926336;27,015645;29,490618;77,326451;103,142383
86,924807;78,456117;117,916169;98,441152;175,730525;140,927531;28,972877;33,761747;60,374233;119,15648
97,470941;100,737721;110,971462;94,477551;122,42415;103,817739;27,279079;24,864749;71,897569;95,553325
99,540669;96,72418;137,101936;68,521811;121,804667;81,827919;27,950685;24,529438;83,707613;73,872599
112,80783;77,744793;89,528125;118,149041;110,024935;115,01002;35,213527;27,411549;73,443837;77,115277
132,832028;77,972953;125,228453;144,631432;138,913562;85,780596;26,063288;25,57651;81,705289;80,437281
120,675355;120,402728;120,383217;200,283387;111,185618;134,15241;32,88527;30,576765;64,612318;84,335233
124,045637;111,420532;95,049228;172,210011;115,923979;104,402477;26,191576;33,944191;73,48617;61,618524
112,176499;70,658102;72,968984;141,138475;148,714837;177,649528;27,716092;30,17225;73,96281;65,802847
117,31344;111,68524;117,712543;102,531732;131,306561;157,666771;32,295863;29,191404;64,652015;71,566774
85,319163;69,756395;118,912318;122,479817;127,700074;122,872445;28,914044;35,088834;72,510662;77,405576
111,972753;98,901004;132,818378;89,894163;103,465298;136,692034;30,295457;23,796524;53,753472;100,11122
115,778543;125,035597;115,84336;146,371858;112,859051;93,064375;32,387792;29,096199;86,437252;53,427064
91,427589;120,318521;119,516073;99,098696;111,964347;185,032929;30,212045;29,4701;79,489563;61,605876
99,460505;103,910493;113,833896;111,906442;144,886639;163,209382;28,297172;31,772804;97,707075;59,345135
97,354904;98,056943;110,644444;158,103396;105,464546;116,634787;27,919641;27,162701;91,384836;86,948064
108,815139;120,265312;107,790086;110,812925;105,117505;122,194371;29,922849;28,447845;91,66495;79,063554
106,679201;107,052447;126,408757;105,391741;179,98861;127,961789;27,560463;26,009701;80,302679;118,192628
103,509437;136,522528;109,491262;96,340275;101,366412;139,773834;29,117059;28,94449;77,034788;79,127773
99,78144;128,873916;115,572195;138,747811;121,135617;94,06843;29,248997;30,371132;69,410382;50,883735
119,720836;90,292367;96,654027;93,299652;172,356179;107,214878;33,306884;34,664162;69,481238;72,247302
84,808861;121,523195;114,634096;114,627355;114,801055;172,100975;26,799108;23,659836;69,384433;90,446763
129,57893;111,188826;125,540177;103,093611;144,394052;107,492067;30,283877;28,244932;68,723789;55,778044
130,412761;88,752369;113,605179;87,956293;162,393576;119,998897;30,704639;28,647833;72,487397;91,020829
106,454904;166,943963;120,64711;78,517689;159,653742;158,847465;32,656146;24,850021;71,764648;76,596812
104,988953;93,174525;101,733479;146,081147;128,559866;104,967185;31,214468;27,039986;64,043602;91,604076
111,499389;118,478519;103,176478;126,784502;118,918075;81,524527;28,904795;26,326164;73,62174;72,313153
112,520297;121,81953;93,729553;108,126617;140,032256;168,915098;28,759184;36,975479;76,387132;110,958298
122,15324;90,089795;115,792225;118,173356;118,716318;97,005361;25,917724;32,103355;76,662814;93,488187
132,990934;122,395575;110,885483;131,671299;122,225815;112,244524;30,099246;24,871603;70,228111;54,75749
85,12735;97,517763;102,877506;82,03526;125,882257;125,212301;31,22068;27,974658;74,086805;89,211248
100,383259;90,090393;96,705112;121,481689;144,969617;79,534872;30,28952;27,929121;73,567751;61,421319
93,949398;103,822768;163,521068;94,181081;106,577602;109,988946;35,119987;27,188345;76,635711;75,748818
99,128436;97,468699;121,231621;132,127629;100,641775;131,126118;27,233796;26,353334;62,140959;94,765468
98,351643;99,646485;118,243178;109,5372;150,208165;85,231067;29,534365;28,242343;74,921782;109,726188
109,457146;114,090444;117,88308;120,578075;126,587696;176,133699;28,207552;24,667565;71,263796;101,428405
93,036902;80,895956;110,576168;106,434087;109,074281;161,707997;27,591286;23,264361;61,015214;87,363952
82,886565;115,186026;132,673384;70,885718;143,802136;110,973815;33,357721;24,718667;84,911385;88,436234
92,615379;107,609007;114,906508;149,549273;130,592458;194,755967;24,357971;24,76241;69,529246;82,483729
102,009337;90,412517;100,710424;104,094213;145,070736;108,169882;30,760229;25,642457;95,270707;89,854737
80,474388;85,455778;125,510486;119,332037;164,451929;147,696122;27,113089;29,886208;78,990138;60,956799
102,660375;96,384388;131,300168;134,513201;94,607651;136,798162;30,89499;27,671175;82,760187;89,881686
108,048381;76,939272;114,870581;107,229715;149,059622;123,593943;29,071274;30,623303;81,667338;77,355303
100,770391;107,08498;137,158481;110,055827;121,549201;210,827426;32,400457;31,795388;75,403668;111,190165
93,068549;66,585683;122,32677;131,159495;119,623297;94,204991;30,111193;33,159849;76,89819;76,555868
78,839021;100,018814;101,292509;82,560528;104,180031;91,549229;28,107042;25,187683;93,501659;74,99387
95,969952;84,0099;119,587921;104,432747;142,279927;174,201702;29,333946;31,631579;80,114448;109,125279
94,265867;127,196907;118,048457;108,292053;196,179945;183,434665;28,617677;29,13973;86,602691;88,769586
91,07287;80,390251;118,204402;73,878086;127,311375;103,082638;29,529811;26,822319;77,96835;108,816163
91,646943;96,262348;100,944524;108,257457;86,397095;145,082773;28,629644;29,362525;101,904152;111,160238
91,563019;104,843906;106,85807;117,262991;93,995573;158,351922;26,364578;37,778928;90,625043;82,263559
82,402905;113,219255;117,584915;92,63702;146,536017;151,250821;30,219934;23,263311;83,185116;75,688423
104,4871;96,718589;134,530573;125,098303;134,633466;169,890766;26,847927;31,004896;93,624959;70,832422
96,469656;81,901071;150,376231;110,974149;129,68147;126,535279;29,257838;41,83107;79,23759;112,593161
108,501671;81,577302;119,398203;109,596558;127,390522;124,620903;25,851941;28,159007;76,728851;100,839378
75,053833;68,827175;125,170628;82,67548;141,018272;158,120623;28,731356;25,024042;98,737815;70,834797
103,375367;108,449597;145,010741;91,622086;132,828079;142,71134;26,698422;23,247648;84,238943;56,508958
86,492321;72,392411;93,3212;85,381497;102,321518;139,936141;33,31795;37,60165;78,363051;87,453462
64,721288;77,195836;115,735857;159,871507;99,488812;135,217145;30,393176;26,654751;122,695035;62,90058
92,298717;80,935518;156,362056;88,502786;103,925427;102,508547;31,645958;25,196045;84,36778;104,350535
78,398235;97,532809;115,605975;133,074247;121,12953;101,559198;27,056796;30,632405;83,129215;95,217937
84,769697;122,450396;114,977182;123,091655;117,642378;147,046823;27,592963;27,399247;76,383114;93,114584
76,087828;86,400177;126,599766;89,097252;127,877756;73,952009;31,578198;25,629578;79,819426;96,965361
88,154982;67,71806;131,934147;161,563706;121,721966;139,544782;30,937408;24,505029;96,724234;92,741309
89,682082;67,211364;105,571559;67,65388;110,624707;74,67409;31,905536;32,003653;118,162538;63,656999
89,714639;75,977981;116,893815;113,847566;130,085518;142,361731;32,644574;24,521063;85,69516;97,722623
76,375017;64,137557;116,847584;130,255339;102,716338;141,385548;31,16324;24,266596;94,90977;72,060488
114,291552;78,958673;142,809926;113,011094;150,058972;91,022407;32,111773;30,055213;101,15237;94,868984
84,203181;74,030083;116,989674;128,479991;105,638733;122,079662;32,71739;24,843281;90,423329;69,625371
83,842287;82,72427;155,7143;104,88004;96,809038;84,839428;26,983203;30,867788;83,417544;96,153654
86,401017;126,607256;108,863794;119,617902;135,525308;136,592875;34,086239;30,177298;78,466304;80,348251
83,794614;63,887326;103,569926;126,888824;125,009575;133,421629;29,466242;26,823615;87,066509;74,486726
84,123361;95,793637;121,480456;102,750726;116,455552;91,226424;30,719633;28,746512;96,430514;100,967707
75,223784;88,21628;104,013495;139,464923;145,105978;87,029004;29,093496;27,679317;65,795087;62,014023
79,289337;105,882452;146,32826;92,860536;95,955118;105,504448;30,096056;30,137827;106,547528;89,493178
113,95888;93,956629;126,182581;123,445978;96,155345;135,698636;28,581052;27,348039;83,258036;99,34742
94,807372;70,980479;106,048051;108,541975;103,341799;103,936089;26,44171;27,022539;73,787375;71,52307
76,908549;116,492376;113,915436;68,194538;99,910224;145,065679;26,106262;30,982357;58,959916;118,173062
81,268543;78,217761;132,802461;147,957854;130,63481;130,919976;27,642085;32,389769;93,643788;109,818347
73,386114;53,844243;132,863241;104,229307;113,079518;74,692135;31,403293;37,135307;74,909716;75,320365
83,196229;82,491414;169,4129;108,666958;93,052096;109,797934;27,503091;26,567704;72,562305;115,121079
94,457872;69,999731;91,408389;138,996632;103,862377;128,513088;29,399011;24,689318;90,900291;99,450176
97,556853;71,18256;114,504797;138,403416;131,180966;90,284207;26,502372;26,746608;69,258817;85,618755
58,701405;73,919048;102,422977;99,484551;124,526094;138,897752;26,203182;29,406339;110,744102;70,596775
71,995645;79,017711;116,896504;88,403932;115,044943;143,899128;26,467488;33,02704;92,633409;83,801275
80,786548;77,364736;126,39277;146,215597;113,396151;109,335203;27,534998;28,692321;87,982726;109,504064
82,360978;71,576523;88,799476;142,991734;158,369317;87,811143;28,711595;34,120508;100,697428;85,748476
86,719522;57,445168;125,693529;120,449068;130,589401;148,579998;27,978685;23,957662;59,221665;116,70186
74,612382;65,583706;106,777694;95,111487;135,420676;90,177979;25,932945;30,129025;85,124061;121,622219
98,269226;92,480933;148,353826;156,69446;103,75126;104,825981;28,355562;36,192055;92,515357;83,955276
73,993007;84,268066;120,919138;116,446191;120,665435;168,249549;36,532598;30,790545;77,474114;82,664388
72,196534;83,982996;111,415813;102,146295;107,207034;107,263443;28,126653;24,158762;81,445043;71,102481
74,859671;57,353716;128,975207;108,846197;96,366474;116,358648;27,265795;33,147504;112,60766;75,596551
78,967807;105,194399;144,500995;124,335628;128,251895;88,921242;31,040798;26,013349;82,655012;56,093504
70,124881;54,506618;145,199578;153,61267;126,612861;129,970546;25,795068;28,138654;75,513283;96,075316
58,094304;69,781687;156,808297;171,192943;112,575155;138,897482;26,732598;34,897747;84,662871;101,694362
66,049204;72,000878;111,230229;128,903148;95,854206;135,74333;31,642518;28,030527;100,46612;113,566962
62,955527;81,403436;118,252491;110,752875;66,654655;102,289156;28,347376;28,465247;94,360567;78,286928
82,009901;79,13732;124,599574;113,185832;135,497517;76,413701;25,59896;27,215675;81,110595;66,039784
84,010171;64,346008;133,1125;138,540095;118,640796;159,250357;29,015383;28,269476;83,051125;109,926193
72,412971;71,04899;103,75126;111,965974;72,478307;82,252386;31,39727;28,032694;77,056344;79,170137
78,498322;94,247946;150,728395;131,216822;106,232198;99,605902;29,946211;30,971106;101,887901;118,753003
81,544947;62,587359;138,945621;130,116467;117,364868;63,917914;30,317202;29,384029;96,997012;101,133995
72,385906;80,101009;142,422111;98,247335;125,670171;118,110309;27,301607;36,895863;107,663204;79,520445
78,677859;89,368596;115,64169;96,160306;141,572991;63,830623;35,27991;33,921582;97,889345;56,204954
73,971776;99,258733;93,99467;140,495444;135,623134;90,394597;26,954502;26,950075;96,419619;66,214858
80,457147;60,343516;154,471892;135,865266;80,219535;104,379855;33,57544;34,842311;103,0468;80,12429
56,784178;81,831379;128,607417;96,329012;122,050103;98,57067;31,191816;29,483394;103,227254;93,780222
66,584978;72,689816;129,891297;90,22548;85,360331;120,551889;28,685576;25,981458;91,990994;79,677286
69,221178;83,012212;99,128519;111,12193;113,102943;96,379787;27,637268;29,311552;90,825144;59,190759
73,659807;89,531809;120,135113;98,670847;96,49898;100,95009;32,045133;27,50123;93,862431;70,085752
75,178001;70,53528;159,103988;123,355272;117,361872;125,302612;30,652622;26,5554;98,427855;65,697326
63,683639;102,995774;98,86509;118,506514;109,306828;73,681644;30,780501;29,428396;78,26835;65,824496
86,83942;62,032589;92,184885;120,132699;107,204011;74,489734;29,266031;34,762906;77,231591;92,131552
61,341712;61,544409;102,451222;126,199522;87,917267;121,513129;29,698522;38,083223;84,931178;69,152516
60,345208;64,141544;117,908161;136,827137;103,732857;126,780898;32,497018;26,907117;97,242389;89,095624
83,794935;73,133563;126,96114;119,198886;111,131905;128,725397;32,844371;26,172805;100,976843;98,517231
73,701128;75,791039;84,130295;124,797096;75,336474;114,083473;33,520119;29,722954;85,045675;129,154924
61,632956;71,961809;125,554051;125,655475;118,843636;88,301798;33,935786;31,008096;86,693681;61,230429
70,77196;83,236423;136,838297;126,0879;77,385285;120,245911;36,65187;24,231312;83,637586;97,681761
83,024608;80,840374;105,57152;88,793167;103,28771;114,962831;26,51307;31,012913;67,958542;84,252271
64,362388;59,578308;132,179397;119,539994;113,146499;124,296416;27,539364;28,066712;104,196452;101,623392
72,914415;76,895251;128,142358;84,579748;125,409828;80,171669;33,693166;30,536187;79,524356;91,001979
68,882068;76,932423;131,144309;133,10231;122,365881;109,217044;28,735261;36,249436;60,164551;119,881354
71,326551;57,185768;143,328601;139,053672;116,860834;80,494687;31,033381;24,293924;76,307629;84,297999
65,165637;64,414323;121,381826;87,233002;107,553363;85,996037;32,867313;32,829253;65,197918;148,589626
69,229484;66,723027;137,959043;104,35496;117,445148;100,30626;28,943747;30,397852;84,311456;95,992948
71,342454;69,715702;140,691574;156,628475;89,835838;91,875576;35,645017;31,762218;92,296875;56,708458
74,024008;68,922469;99,116406;164,944109;96,718835;79,860612;27,636967;27,529903;79,76193;139,873268
73,84537;70,967097;73,561157;82,682261;115,183772;79,084215;34,428147;31,01251;93,015698;89,285568
87,390394;81,25064;130,484276;113,577936;111,418757;95,560345;32,566546;35,254115;96,384779;97,47316
86,799101;81,819271;98,88078;117,217009;106,231934;90,132768;33,83972;42,324343;99,894648;98,467169
74,048369;78,238702;119,368135;89,419797;87,168774;98,471882;29,229226;28,175002;76,227704;80,926642
64,364952;77,968586;152,756688;141,025086;112,246182;126,025823;31,604329;25,722077;105,008649;71,680115
61,090868;77,319254;110,688151;122,89111;97,098025;74,947829;34,958347;27,130036;103,380808;88,155769
81,736891;65,252067;102,666607;76,829126;108,882013;81,696753;27,616972;23,586827;86,392264;74,201943
66,732262;57,832454;121,708643;173,18711;87,701583;68,41791;32,10525;25,691798;107,126612;68,257637
62,16055;68,421841;103,129694;87,020519;89,385067;60,901795;29,644992;25,099771;102,663321;116,432889
74,98053;61,543587;81,95515;83,315399;91,106178;56,315059;30,388617;37,100367;110,465316;88,119166
74,413456;100,376012;119,607937;149,732754;115,173906;92,277011;38,04569;28,871535;105,113909;82,856194
72,873801;46,351412;99,350638;109,364545;99,311793;124,676725;27,902025;28,345645;86,44598;121,925322
66,537228;67,225779;93,219442;98,501164;82,83665;101,556331;28,518101;34,651248;86,16045;136,171338
59,515952;66,78549;96,231894;139,981084;112,061298;76,033689;32,965876;33,270536;82,651976;95,263039
55,967041;76,077384;117,757167;134,494098;106,439566;83,143799;37,914134;33,826565;109,492092;79,405129
71,031206;78,244931;111,350683;99,217997;98,716364;79,830329;34,187158;28,462211;102,141626;114,028613
84,301076;103,175926;133,314505;95,645771;80,057016;80,049892;31,512856;33,102413;78,718524;78,858324
65,150573;97,512963;107,14317;100,155487;73,395059;93,132245;34,376218;32,892486;114,406614;97,170058
70,813721;76,961856;147,582225;151,573238;108,248232;65,892738;38,087342;32,726423;75,880019;90,681139
59,424439;50,412382;137,150536;122,149817;88,591883;119,467261;31,21326;30,872472;86,172151;82,471254
77,034108;72,957548;118,259117;112,518121;103,279564;102,676944;33,45147;25,16048;124,849362;69,269928
76,265203;57,44746;132,084618;121,431645;114,811199;97,09785;31,871255;31,019458;84,711944;70,269707
81,378802;61,266258;143,651368;106,186749;73,264644;116,372034;31,915989;28,506019;91,320647;82,397034
66,973009;45,771743;112,381353;111,381262;87,866672;71,251906;31,102115;34,797216;67,69348;81,838831
62,163504;71,955616;129,721559;149,20999;101,383417;77,944225;33,34802;33,40403;106,279269;64,117074
61,14753;55,71158;121,616449;161,741707;95,271452;98,80008;30,995003;33,793669;85,161775;146,272156
54,164275;65,882071;123,300609;123,824221;100,013241;134,71232;29,343506;27,289105;86,841594;81,595326
75,172242;43,485581;128,67908;117,660553;93,096289;102,93522;32,204343;34,191543;85,249541;56,880535
73,47734;82,834615;109,041538;134,074024;93,933399;108,81586;28,262215;27,918808;95,146852;78,015852
56,770639;74,014527;113,432207;98,683707;85,527055;110,011832;32,501297;33,899862;90,11595;72,52224
71,494725;62,363636;118,786915;121,794394;104,76492;103,691339;38,769783;34,389421;87,780755;114,73662
76,707549;66,679212;126,921096;176,472965;72,12719;79,187881;37,584539;33,708606;74,115788;84,595065
78,619864;64,902856;125,116517;118,440697;74,679375;94,799622;31,720633;30,367438;101,423337;107,121824
69,87194;61,282905;89,275451;89,294109;92,41176;95,317001;29,163686;36,467877;96,754748;119,09849
71,543176;77,849115;107,53448;132,207621;74,236314;86,877077;31,524581;28,425993;80,362326;81,952354
57,335395;63,935116;131,944744;101,220261;102,408469;94,044681;35,190357;38,927388;89,502477;85,785647
69,965879;58,444905;116,610128;93,940821;80,680639;87,02112;27,153592;29,123334;78,445788;71,517123
72,020844;60,757401;115,446853;100,891077;109,587838;60,351482;31,585153;25,807165;88,005207;99,080585
57,064779;67,514003;104,950714;101,399757;85,839861;75,255077;29,981962;31,25548;73,884252;79,291389
59,368165;54,33398;93,915633;124,999258;97,184142;77,546853;33,124154;46,670729;69,694971;100,433759
66,328902;85,625345;110,125322;96,832033;87,7551;90,521748;37,518516;38,781772;97,028294;93,587821
67,699514;51,885338;133,019395;129,568492;86,383705;107,081;30,862623;24,386071;110,940364;84,081039
71,082327;50,137876;100,427503;137,967897;101,617022;89,585242;28,502744;27,373631;94,155063;89,666922
64,744681;53,643989;122,939681;103,629549;95,275594;72,082945;30,146167;35,332543;105,637715;69,836858
50,385344;52,243048;144,801128;98,725732;103,752135;127,270488;29,052049;30,726768;115,29731;60,008056
54,659036;47,43205;92,879069;123,105506;65,313858;117,246593;33,607387;30,825317;95,846599;53,719982
62,60357;72,865979;117,76009;77,338213;110,419812;72,759242;29,829665;33,279211;80,789701;112,529483
79,379234;60,614538;115,099806;100,947026;84,476026;101,680495;42,413214;30,038554;82,7501;78,496061
56,170853;65,280498;108,02252;136,999825;99,982617;82,356865;31,993017;32,286778;105,293646;91,801706
52,650673;61,09863;96,416357;78,34535;111,189727;86,569641;28,808573;37,958739;98,622326;52,733395
67,586196;67,564356;102,003252;96,684662;89,459368;94,015063;30,108816;32,630831;96,299698;87,792259
59,340283;63,701208;114,211225;85,320604;96,991376;90,61735;33,811964;29,913215;66,988915;114,805907
45,368964;66,301319;97,176036;95,573975;93,695074;75,644182;34,478147;32,668543;82,647131;84,042548
62,35893;55,681928;74,079299;137,905597;96,526639;92,553064;30,609964;35,372713;104,606752;92,935649
67,72448;71,622393;151,475701;104,276025;81,163995;85,242434;28,64744;37,117344;113,199283;137,271609
61,708204;52,798288;113,57134;84,868831;88,653117;85,200828;35,949264;31,336376;93,071888;97,889303
52,820882;82,416215;115,674682;122,458795;100,414678;93,809854;37,732483;36,860521;89,617588;108,895373
53,543888;67,013782;83,991888;87,049152;99,831083;90,958566;31,768232;34,815211;92,424649;64,654979
57,702073;79,313679;109,724227;129,266432;83,616577;87,243974;32,894215;37,67253;83,826125;147,738336
52,810066;47,337118;112,167063;90,896602;83,310362;114,084789;36,144417;36,479561;132,690661;70,745325
47,091058;49,449372;121,717676;110,770495;71,901823;104,969329;31,308562;38,08744;97,064318;152,945747
48,100406;77,300769;97,106321;95,786866;75,916567;81,608538;37,266387;34,215626;105,834122;122,941805
60,239424;39,116967;92,897294;86,080158;75,229974;103,21925;31,303247;32,561765;86,839832;136,19934
53,767255;64,753168;128,204997;130,671882;90,711342;90,880437;39,596417;28,05274;73,663234;88,748253
57,7895;38,372119;101,997659;77,957335;88,034985;61,431767;28,915625;41,150368;107,764888;84,208409
57,989498;50,531104;112,080179;99,186481;93,350221;90,027275;33,485521;41,312083;95,266255;84,983187
51,173381;51,879042;101,208254;108,54636;77,274877;98,673254;44,210867;28,595979;88,281129;78,470718
44,746179;66,47216;79,801922;89,137068;119,182172;77,849701;33,271468;33,335404;86,641617;56,437509
57,806261;51,589107;100,289233;118,813183;78,907486;90,328619;32,967064;39,178371;95,281855;114,141182
73,261835;66,543241;93,367493;153,481716;73,408324;79,885854;37,922345;34,400532;126,975918;90,482215
51,61872;58,046867;106,638977;95,513612;82,548344;82,018263;41,456061;33,895995;90,421984;62,291247
57,291136;62,822224;83,25793;102,686504;90,681277;89,814841;33,341726;40,941747;109,564126;80,717189
64,601423;63,35829;83,514603;78,104823;122,416028;137,424121;31,402166;28,498371;104,997214;87,912028
63,631455;53,13105;82,202169;126,266849;67,708204;72,498458;37,996466;34,974652;94,064606;74,078803
54,283215;75,207582;98,365274;121,582545;69,493393;96,016006;41,99569;32,168241;81,837451;80,754164
53,58807;58,728702;104,055345;91,258738;80,908385;88,823304;37,311242;27,014705;90,681707;63,547663
48,213688;63,406565;88,679899;98,088403;88,800963;55,515301;33,479813;33,087331;103,362035;85,537943
55,186166;42,85749;100,17978;105,998656;114,607039;59,344146;32,691708;29,073963;97,279648;129,385001
46,504454;43,48425;90,83631;79,445784;78,849539;116,954215;31,463073;29,63759;80,697152;70,600258
58,685254;57,110621;100,930437;97,539713;65,509488;93,894214;34,318155;36,904804;103,056305;90,737496
51,134128;41,943437;96,391572;79,18448;106,892123;54,457322;29,294924;47,927808;83,349837;104,29646
54,557164;54,670481;81,465836;104,265227;97,904605;62,737711;30,367467;26,313937;94,088737;94,928537
65,036655;37,149783;84,86403;115,262784;79,874248;68,760025;34,176959;25,485427;94,381987;150,566428
61,697951;48,555033;95,061459;91,523947;78,56474;75,749773;32,986292;47,77398;102,492187;61,787521
51,080852;56,511748;92,933355;124,700416;81,013751;90,540666;43,461552;44,527038;93,98488;65,140375
44,730776;59,392818;100,763817;127,865273;84,994002;72,87096;37,663272;40,778763;79,443998;66,606738
60,696142;41,640449;104,810289;81,665694;59,847066;82,491101;29,200303;33,068486;113,956205;86,23616
55,05865;50,83062;86,874906;70,167814;93,25595;107,558166;36,369885;39,519299;74,18433;117,306692
43,271276;39,39329;101,070496;94,761306;72,849659;72,005209;34,354489;43,118888;84,332073;103,73631
53,809241;52,721883;80,983124;118,188162;85,828486;79,304748;37,406449;37,057232;95,618029;95,897646
55,585726;43,794084;108,252341;98,973299;64,554227;75,205776;39,509953;41,37025;109,481497;94,314458
47,889815;37,97959;92,119577;98,742339;92,295854;81,182585;36,703263;33,641064;72,582291;124,475842
54,462736;43,307601;99,400169;107,101955;63,452574;48,675096;34,251404;49,491518;100,2883;60,144006
48,588947;45,231249;106,240944;89,474575;84,907016;75,156557;38,445316;38,206986;69,218087;104,777403
50,690957;58,814235;93,156105;105,402806;75,535293;84,415003;33,444434;38,68849;81,034931;118,943753
58,29391;56,638248;102,834439;99,139036;90,806621;55,087492;36,073569;36,234901;102,224321;73,58072
51,490643;40,699658;94,384675;86,317321;80,659967;65,855751;36,229401;39,754584;112,168275;76,281819
