Training Set Error;Verifying Set Error;Training Set Error;Verifying Set Error;Training Set Error;Verifying Set Error;Training Set Error;Verifying Set Error;Training Set Error;Verifying Set Error
0,06912;0,062182;0,029777;0,034007;0,027626;0,032159;0,029711;0,029769;0,03302;0,032371
0,061953;0,070421;0,032956;0,026917;0,029116;0,029278;0,030254;0,03177;0,032506;0,034466
0,065766;0,069101;0,030433;0,030335;0,029833;0,032486;0,029673;0,031602;0,031945;0,031793
0,065152;0,064426;0,027218;0,028453;0,029852;0,030912;0,032032;0,028997;0,031554;0,035595
0,065848;0,06298;0,03162;0,030387;0,028956;0,028528;0,029327;0,0304;0,031711;0,035803
0,068621;0,059985;0,030659;0,031986;0,02786;0,031826;0,031473;0,033949;0,034447;0,032748
0,066894;0,06857;0,029065;0,027397;0,029857;0,030833;0,030131;0,028107;0,03289;0,034968
0,064235;0,069264;0,031674;0,027437;0,028712;0,029563;0,029624;0,028677;0,030069;0,031423
0,064352;0,068355;0,029711;0,026767;0,030856;0,026163;0,029231;0,03167;0,032252;0,031711
0,063698;0,059742;0,029964;0,026607;0,028694;0,030573;0,030897;0,029816;0,031141;0,032217
0,062865;0,064678;0,031337;0,03119;0,028529;0,028669;0,029419;0,033356;0,031756;0,030509
0,062472;0,068248;0,030736;0,029871;0,028449;0,028765;0,030281;0,028124;0,032313;0,031678
0,062482;0,064838;0,028999;0,031542;0,029657;0,027992;0,030019;0,027656;0,03237;0,032625
0,064571;0,061367;0,030655;0,030035;0,029679;0,029128;0,028933;0,026838;0,033286;0,03557
0,064448;0,06679;0,030359;0,033501;0,030421;0,03177;0,030045;0,029889;0,030996;0,033943
0,061837;0,063656;0,030204;0,028058;0,027492;0,030869;0,030845;0,028939;0,032671;0,033075
0,061315;0,060073;0,031266;0,026676;0,028726;0,027697;0,032109;0,029207;0,030687;0,031628
0,063523;0,060231;0,028941;0,030957;0,028777;0,03308;0,027635;0,031981;0,031145;0,030025
0,064079;0,060999;0,028668;0,027854;0,02804;0,028363;0,031027;0,028886;0,031748;0,02795
0,060785;0,060407;0,030671;0,029227;0,031094;0,029123;0,030123;0,030167;0,032026;0,032094
0,058903;0,057297;0,029227;0,027643;0,029635;0,029723;0,030626;0,029303;0,031995;0,032207
0,06117;0,061737;0,02773;0,031638;0,028052;0,032506;0,027959;0,029606;0,031894;0,030392
0,058287;0,060753;0,029078;0,027949;0,029049;0,027117;0,031687;0,028957;0,029981;0,028615
0,057431;0,05942;0,03044;0,029649;0,029412;0,028339;0,029488;0,030389;0,032191;0,030242
0,059158;0,058891;0,028426;0,030706;0,031325;0,028574;0,028753;0,030609;0,030689;0,032542
0,058574;0,054584;0,031274;0,028748;0,028534;0,03048;0,030849;0,031252;0,030566;0,027613
0,053113;0,056644;0,027933;0,02871;0,027333;0,029049;0,029747;0,032554;0,032363;0,032776
0,05717;0,057422;0,029645;0,030606;0,029262;0,02875;0,028556;0,029857;0,033947;0,03111
0,057564;0,057894;0,031711;0,028445;0,029346;0,029977;0,028874;0,032181;0,031527;0,030244
0,056054;0,056866;0,032421;0,026832;0,0278;0,029666;0,029754;0,029167;0,029348;0,031047
0,058204;0,058047;0,030972;0,029785;0,029146;0,032232;0,029947;0,030169;0,030319;0,032187
0,054532;0,05899;0,029597;0,029218;0,029665;0,027992;0,027593;0,032258;0,031045;0,030901
0,054094;0,048944;0,029274;0,029489;0,029621;0,030871;0,030158;0,029552;0,028964;0,032024
0,055568;0,051346;0,031827;0,032165;0,027131;0,028332;0,028744;0,027873;0,032346;0,031066
0,054766;0,058419;0,030855;0,02786;0,027936;0,025893;0,029775;0,030822;0,031224;0,02934
0,054331;0,053432;0,029676;0,027689;0,029191;0,029186;0,029073;0,025972;0,030616;0,029606
0,053293;0,051587;0,027945;0,026851;0,029911;0,029106;0,030386;0,026832;0,031133;0,031202
0,050328;0,049071;0,03022;0,032109;0,030109;0,028748;0,028636;0,028657;0,030133;0,030644
0,051223;0,051631;0,029101;0,028896;0,028811;0,029594;0,028793;0,030903;0,031653;0,032413
0,048761;0,055474;0,02933;0,030849;0,030078;0,026543;0,030906;0,029377;0,030231;0,031327
0,048597;0,050849;0,030532;0,030301;0,029289;0,027528;0,029237;0,031912;0,029383;0,028136
0,049349;0,048206;0,030385;0,029894;0,028389;0,028349;0,032647;0,031219;0,029809;0,026587
0,053676;0,053332;0,029135;0,030296;0,02955;0,030609;0,029228;0,02724;0,029607;0,03137
0,047899;0,048361;0,029843;0,031419;0,029774;0,031203;0,030063;0,026121;0,029168;0,030954
0,047601;0,048698;0,030421;0,029113;0,029346;0,028786;0,029032;0,026382;0,029931;0,031626
0,048485;0,049593;0,030062;0,029491;0,028743;0,026369;0,031213;0,030049;0,031453;0,032339
0,04796;0,050957;0,029364;0,031323;0,028863;0,027955;0,028508;0,031668;0,029238;0,029449
0,046531;0,049218;0,029838;0,031405;0,028255;0,028494;0,030779;0,032677;0,029714;0,030468
0,046535;0,051831;0,031691;0,030139;0,029927;0,026102;0,028026;0,029095;0,028736;0,030418
0,044225;0,047705;0,031282;0,035329;0,029922;0,027154;0,028672;0,028764;0,030113;0,028156
0,050982;0,045544;0,030319;0,028116;0,027898;0,023409;0,026954;0,03342;0,030457;0,031681
0,048228;0,045538;0,031204;0,02705;0,028017;0,028665;0,027811;0,029664;0,030152;0,031593
0,048511;0,043276;0,031079;0,030522;0,027373;0,030392;0,028141;0,029186;0,030306;0,030357
0,04528;0,04963;0,03224;0,027406;0,029466;0,026135;0,029339;0,029775;0,031611;0,031031
0,045586;0,041176;0,029131;0,028546;0,026628;0,029426;0,029976;0,025913;0,031085;0,027955
0,04801;0,04364;0,030399;0,0272;0,02819;0,028273;0,031728;0,027904;0,029285;0,028734
0,047262;0,045758;0,029285;0,029167;0,030711;0,030639;0,028791;0,032678;0,031036;0,031867
0,044713;0,043484;0,029439;0,029751;0,029684;0,030092;0,029416;0,033608;0,03017;0,030825
0,047668;0,04631;0,031317;0,027879;0,028513;0,026491;0,030624;0,031894;0,028306;0,029192
0,04608;0,047936;0,030297;0,029321;0,028714;0,029029;0,033311;0,028137;0,02733;0,031736
0,044825;0,04481;0,030151;0,029328;0,029546;0,027282;0,0297;0,030781;0,028216;0,030264
0,045345;0,040835;0,027856;0,031295;0,028859;0,02523;0,030244;0,030134;0,027713;0,030335
0,04369;0,043726;0,029566;0,027098;0,027669;0,027938;0,029571;0,026735;0,031649;0,030934
0,048109;0,046021;0,029175;0,029274;0,027304;0,028569;0,028572;0,033187;0,029618;0,028867
0,044697;0,044628;0,030496;0,030509;0,029826;0,028205;0,028855;0,031954;0,02914;0,030465
0,044379;0,043349;0,031129;0,03139;0,028687;0,030855;0,029637;0,030273;0,029324;0,028754
0,047073;0,041151;0,032733;0,029508;0,026814;0,028285;0,028923;0,030469;0,028736;0,027201
0,044939;0,043515;0,029504;0,027662;0,028708;0,029147;0,028719;0,025796;0,029617;0,029758
0,0424;0,043053;0,031618;0,029645;0,030759;0,023762;0,028614;0,029143;0,030496;0,027863
0,04439;0,047519;0,02823;0,029521;0,028141;0,025349;0,030554;0,030221;0,029183;0,029175
0,045424;0,044871;0,029223;0,029544;0,030016;0,028228;0,02815;0,032228;0,030031;0,028471
0,043403;0,04301;0,029359;0,027468;0,027362;0,028034;0,030703;0,033064;0,029444;0,030275
0,043954;0,049302;0,030498;0,031836;0,029421;0,026517;0,030342;0,026526;0,030347;0,027193
0,044232;0,044203;0,030103;0,029908;0,028125;0,027876;0,02922;0,030387;0,029041;0,02682
0,047409;0,039812;0,031677;0,02559;0,028048;0,029478;0,030459;0,028365;0,029081;0,029896
0,045726;0,043874;0,030521;0,029076;0,027582;0,026092;0,029474;0,029782;0,027906;0,027677
0,043449;0,041477;0,032501;0,028127;0,027372;0,02615;0,029704;0,031658;0,030587;0,026787
0,043934;0,042873;0,02759;0,02879;0,028919;0,027722;0,030988;0,025744;0,027524;0,029453
0,046421;0,043609;0,029524;0,031363;0,028383;0,026983;0,029681;0,028421;0,028332;0,02668
0,046143;0,046546;0,030363;0,030225;0,026458;0,029999;0,02878;0,029367;0,029914;0,029521
0,044809;0,043239;0,028196;0,029737;0,027729;0,027555;0,03023;0,026016;0,027453;0,030361
0,042343;0,047708;0,029906;0,029316;0,027807;0,027837;0,031049;0,026297;0,028919;0,02904
0,044027;0,044406;0,030609;0,027749;0,027835;0,028375;0,030628;0,029683;0,029912;0,030762
0,044505;0,044294;0,029845;0,030901;0,029044;0,027894;0,027759;0,027602;0,028195;0,025076
0,045454;0,044384;0,029766;0,030925;0,027929;0,025503;0,027991;0,029741;0,029597;0,027282
0,040812;0,047134;0,028172;0,029886;0,028265;0,029666;0,029105;0,029976;0,029048;0,02889
0,04075;0,044394;0,028984;0,028564;0,028471;0,02864;0,032508;0,026745;0,029291;0,029872
0,045885;0,045691;0,03067;0,028557;0,028294;0,027179;0,030096;0,030979;0,02848;0,02889
0,044709;0,045268;0,029869;0,028093;0,027107;0,028305;0,030496;0,025729;0,026807;0,030186
0,044437;0,04229;0,029066;0,027428;0,028642;0,028959;0,02892;0,027209;0,030026;0,028302
0,043697;0,044272;0,030943;0,027886;0,029332;0,028992;0,030037;0,028808;0,028673;0,029662
0,045433;0,04551;0,02965;0,034403;0,027512;0,026352;0,029774;0,031099;0,028395;0,028007
0,04549;0,043391;0,03119;0,029792;0,02795;0,026264;0,03038;0,033657;0,028756;0,027097
0,043418;0,047911;0,032176;0,032577;0,027292;0,030338;0,030705;0,029241;0,029762;0,027204
0,041168;0,045502;0,029321;0,029953;0,026896;0,026781;0,02824;0,029195;0,029134;0,029862
0,044648;0,041667;0,031476;0,029155;0,029248;0,027537;0,030545;0,032495;0,029037;0,026378
0,047163;0,039304;0,029028;0,028448;0,029013;0,028998;0,031644;0,027085;0,029695;0,029614
0,043667;0,042148;0,029822;0,032408;0,027429;0,027298;0,031377;0,031484;0,030824;0,027441
0,041465;0,045885;0,029363;0,029023;0,027349;0,025977;0,030557;0,028836;0,029241;0,027962
0,04425;0,04395;0,03231;0,028201;0,029222;0,029606;0,030105;0,03179;0,029563;0,030954
0,045888;0,043299;0,028275;0,027363;0,028677;0,027094;0,030281;0,030338;0,028873;0,027646
0,04118;0,044954;0,031493;0,027014;0,027606;0,028969;0,031976;0,025129;0,027929;0,028593
0,042939;0,044909;0,029012;0,028048;0,026694;0,027179;0,030675;0,028693;0,029088;0,028586
0,045702;0,044789;0,029183;0,033244;0,02794;0,026477;0,029134;0,029359;0,029594;0,029035
0,04494;0,043815;0,031083;0,03187;0,027578;0,026196;0,02947;0,028763;0,028176;0,029818
0,045279;0,039748;0,029315;0,032447;0,027182;0,02815;0,030358;0,030992;0,028193;0,030389
0,044535;0,044494;0,028573;0,030035;0,026532;0,029803;0,030987;0,028429;0,030469;0,029992
0,04411;0,04594;0,029149;0,030661;0,027301;0,027479;0,028259;0,029301;0,027877;0,028119
0,043022;0,041651;0,029924;0,031321;0,028919;0,029647;0,029897;0,029872;0,029024;0,027147
0,044134;0,041242;0,029159;0,027016;0,027991;0,028194;0,02885;0,032904;0,02878;0,028337
0,043087;0,045085;0,03196;0,02996;0,027754;0,0255;0,029325;0,029898;0,027534;0,031391
0,041509;0,043189;0,030125;0,030856;0,027487;0,025042;0,027267;0,031643;0,02886;0,028403
0,043524;0,041243;0,030033;0,03082;0,029498;0,027368;0,026881;0,028413;0,02975;0,029681
0,042882;0,042352;0,028594;0,028906;0,027319;0,028879;0,029943;0,031329;0,027826;0,026491
0,040635;0,039392;0,030475;0,030174;0,028853;0,02667;0,026941;0,030748;0,029242;0,028818
0,044147;0,043565;0,02967;0,028612;0,029589;0,026686;0,030537;0,025379;0,028571;0,028001
0,044599;0,045974;0,030157;0,028484;0,027313;0,027889;0,029212;0,028585;0,029246;0,027298
0,04022;0,043608;0,029949;0,029541;0,027113;0,025187;0,032116;0,029137;0,027249;0,028655
0,042728;0,043244;0,030231;0,027951;0,028635;0,026502;0,029524;0,028702;0,028018;0,027797
0,040386;0,03857;0,030194;0,030179;0,028188;0,025171;0,030556;0,030903;0,028733;0,024999
0,039489;0,044405;0,02953;0,027274;0,02885;0,027569;0,028763;0,030678;0,029989;0,028107
0,039266;0,037702;0,028667;0,027502;0,029626;0,025876;0,028019;0,032718;0,026453;0,028692
0,040047;0,043201;0,031323;0,0287;0,027542;0,029043;0,031496;0,031092;0,028164;0,029223
0,040293;0,040865;0,029689;0,028046;0,027883;0,025926;0,029969;0,029403;0,028775;0,027957
0,042684;0,041961;0,02876;0,027901;0,028774;0,026436;0,032489;0,031622;0,027919;0,028348
0,040238;0,042057;0,032367;0,029201;0,027623;0,029345;0,028605;0,030872;0,030741;0,028044
0,039098;0,040772;0,031513;0,028815;0,02858;0,025511;0,027748;0,030047;0,028591;0,028106
0,03939;0,033105;0,031737;0,028004;0,024764;0,027066;0,030385;0,027462;0,028314;0,028353
0,039036;0,039065;0,029163;0,031849;0,027686;0,028654;0,028803;0,029253;0,027849;0,027543
0,037783;0,037011;0,030667;0,028187;0,027639;0,02814;0,030048;0,031463;0,026858;0,027009
0,039649;0,037589;0,030191;0,029467;0,024262;0,029783;0,029689;0,028965;0,028021;0,029274
0,037464;0,039468;0,02852;0,028079;0,026995;0,026638;0,027605;0,035056;0,026283;0,02905
0,037303;0,038542;0,029623;0,023732;0,028251;0,026863;0,029944;0,030681;0,027893;0,029182
0,038798;0,036796;0,030563;0,032348;0,027609;0,026533;0,031604;0,029642;0,028937;0,026902
0,036449;0,040649;0,031291;0,030187;0,0289;0,027509;0,031191;0,029529;0,029264;0,027923
0,038826;0,037727;0,028837;0,029317;0,027202;0,026886;0,028672;0,030968;0,027273;0,027488
0,039466;0,035793;0,029904;0,028304;0,026725;0,02919;0,027998;0,032101;0,025894;0,029541
0,038717;0,039274;0,030322;0,032987;0,025541;0,02827;0,033806;0,02884;0,029213;0,027487
0,037192;0,034481;0,028956;0,026678;0,027692;0,025633;0,03121;0,031178;0,028814;0,029416
0,034071;0,040886;0,029153;0,033437;0,026247;0,025872;0,027597;0,025457;0,027761;0,026253
0,036497;0,039039;0,033028;0,03166;0,027765;0,029529;0,031148;0,02895;0,028204;0,027938
0,038834;0,034191;0,029492;0,030945;0,026676;0,025827;0,029886;0,029717;0,03002;0,026544
0,035237;0,034838;0,027402;0,030764;0,027112;0,029287;0,029996;0,027389;0,028791;0,029274
0,033766;0,033619;0,029056;0,029317;0,02793;0,027656;0,02982;0,032942;0,027653;0,027376
0,034611;0,034632;0,030138;0,028229;0,025023;0,025703;0,027317;0,033202;0,029716;0,031172
0,034515;0,032515;0,028425;0,032098;0,027815;0,024882;0,031202;0,033173;0,027077;0,026157
0,034575;0,033212;0,027252;0,028266;0,028382;0,0262;0,030758;0,032718;0,028464;0,02967
0,034306;0,028333;0,029345;0,031258;0,027364;0,02916;0,030845;0,033152;0,029869;0,025949
0,031611;0,033037;0,029725;0,029791;0,027192;0,025477;0,030902;0,032903;0,027981;0,028399
0,033502;0,033796;0,028249;0,032383;0,026688;0,028139;0,030571;0,032804;0,027305;0,026958
0,032532;0,031318;0,029963;0,030966;0,027873;0,029499;0,029693;0,028384;0,029807;0,024758
0,033766;0,034413;0,031815;0,031771;0,027753;0,027595;0,030583;0,029919;0,02912;0,027236
0,033909;0,035553;0,030441;0,030747;0,027991;0,028893;0,028152;0,035382;0,028566;0,026627
0,034154;0,032008;0,032259;0,030504;0,028568;0,030612;0,032102;0,025617;0,030653;0,026313
0,03473;0,033242;0,030556;0,026721;0,02707;0,02556;0,029776;0,029861;0,027815;0,0248
0,035629;0,030832;0,029182;0,03069;0,026133;0,02618;0,029788;0,032723;0,027746;0,028779
0,033628;0,031819;0,029859;0,03086;0,025997;0,025412;0,028676;0,028925;0,02909;0,026668
0,031597;0,030846;0,028352;0,02829;0,026322;0,029436;0,0318;0,03153;0,029479;0,031131
0,033009;0,031842;0,028219;0,028028;0,028178;0,029518;0,030721;0,031673;0,027169;0,02821
0,030688;0,036352;0,029726;0,027462;0,026186;0,026499;0,02952;0,033862;0,026764;0,028297
0,031817;0,02999;0,029497;0,030454;0,025421;0,023912;0,029639;0,030671;0,028141;0,026363
0,032992;0,029867;0,028481;0,032223;0,026202;0,02555;0,030829;0,030036;0,028849;0,030421
0,031343;0,032238;0,029822;0,032453;0,026063;0,025752;0,030839;0,028705;0,027734;0,027361
0,028872;0,031696;0,028614;0,030346;0,026647;0,025324;0,02972;0,029427;0,028641;0,028651
0,031747;0,028836;0,030903;0,028684;0,027227;0,027603;0,031189;0,030045;0,028177;0,028517
0,031019;0,03181;0,029012;0,030024;0,026924;0,023773;0,030943;0,028085;0,029931;0,027211
0,030865;0,029201;0,027856;0,031501;0,028619;0,02743;0,032969;0,027838;0,029334;0,026903
0,030076;0,030697;0,031202;0,028317;0,028806;0,026698;0,031687;0,029871;0,027118;0,026306
0,0318;0,030583;0,030583;0,031279;0,026238;0,027757;0,029416;0,029028;0,026209;0,025688
0,028635;0,032765;0,028876;0,0279;0,026978;0,029225;0,029905;0,026226;0,026411;0,028329
0,030052;0,030954;0,028471;0,034873;0,02725;0,026055;0,031109;0,027252;0,026334;0,028046
0,030044;0,031859;0,027787;0,02789;0,027284;0,025088;0,029993;0,029789;0,027782;0,02753
0,027333;0,028006;0,028047;0,029297;0,028517;0,02737;0,028969;0,030117;0,025739;0,027757
0,031204;0,028441;0,029031;0,02956;0,026054;0,027752;0,028928;0,032701;0,028414;0,027939
0,031849;0,030678;0,028432;0,031537;0,027097;0,027463;0,030227;0,031893;0,028724;0,031093
0,02811;0,028377;0,029801;0,030445;0,028342;0,027534;0,03142;0,03079;0,029434;0,0294
0,030711;0,029727;0,027935;0,027609;0,03094;0,026181;0,032056;0,028776;0,029284;0,028908
0,029147;0,027132;0,028395;0,029394;0,028685;0,027135;0,029361;0,03123;0,027959;0,026182
0,028692;0,031801;0,027008;0,031357;0,026732;0,028467;0,032668;0,031211;0,027288;0,027234
0,02761;0,027799;0,028371;0,029952;0,029056;0,027247;0,030869;0,02824;0,027453;0,028154
0,026797;0,029658;0,029406;0,027365;0,026865;0,029603;0,028869;0,027324;0,027822;0,029738
0,029905;0,027793;0,027625;0,027448;0,028665;0,026792;0,032777;0,028545;0,02819;0,025598
0,026891;0,027804;0,03052;0,034331;0,028846;0,027025;0,031194;0,026045;0,029102;0,026915
0,028358;0,026057;0,026381;0,029404;0,028165;0,026239;0,028416;0,032015;0,027878;0,027908
0,028087;0,027363;0,029759;0,029365;0,027585;0,024954;0,028059;0,031861;0,027434;0,02761
0,028163;0,025927;0,027045;0,028709;0,027706;0,025867;0,028537;0,032415;0,028034;0,03232
0,029094;0,027785;0,029949;0,028208;0,027881;0,027253;0,029813;0,032844;0,028989;0,029251
0,027907;0,02685;0,026694;0,029918;0,028518;0,025624;0,032136;0,03378;0,02925;0,028164
0,025717;0,027839;0,02681;0,026788;0,028765;0,026196;0,029984;0,030141;0,027445;0,029884
0,028521;0,025796;0,030913;0,027247;0,027064;0,027546;0,028632;0,029943;0,028458;0,024652
0,02936;0,025188;0,027732;0,028635;0,026536;0,027435;0,028433;0,035459;0,028423;0,028118
0,027231;0,02844;0,029991;0,025505;0,026899;0,024407;0,030167;0,031917;0,02903;0,029018
0,028318;0,02594;0,026745;0,027879;0,027412;0,027591;0,028761;0,027152;0,028314;0,032287
0,027963;0,028086;0,027469;0,026765;0,026806;0,023423;0,032403;0,029367;0,029522;0,028049
0,027663;0,026282;0,026639;0,02878;0,025889;0,028557;0,028527;0,029698;0,02872;0,027255
0,026804;0,028275;0,024459;0,030204;0,026577;0,026713;0,029596;0,032607;0,02742;0,030026
0,02693;0,031858;0,025655;0,033694;0,027972;0,026828;0,030365;0,034627;0,025821;0,026248
0,025927;0,026488;0,0277;0,027386;0,025019;0,027179;0,029927;0,029784;0,030046;0,029747
0,027284;0,027959;0,026956;0,02901;0,027425;0,028154;0,029757;0,029282;0,029904;0,027552
0,029116;0,026584;0,029232;0,028395;0,0257;0,024284;0,03268;0,028554;0,027081;0,027714
0,026164;0,025889;0,027926;0,028054;0,027417;0,027492;0,031054;0,033574;0,028457;0,027234
0,026393;0,027172;0,026744;0,029642;0,027073;0,025928;0,030412;0,035126;0,027941;0,030932
0,025097;0,027482;0,030302;0,026837;0,026339;0,027055;0,030652;0,032148;0,026544;0,029356
0,026755;0,024816;0,026642;0,032664;0,030113;0,026991;0,029636;0,030316;0,028718;0,028383
0,027403;0,025758;0,026732;0,025822;0,027156;0,025209;0,029513;0,028764;0,027303;0,030756
0,027496;0,024276;0,028606;0,025646;0,026905;0,026609;0,030468;0,031442;0,02763;0,028321
0,027824;0,024496;0,026376;0,027878;0,027124;0,027394;0,033175;0,030269;0,030482;0,027471
0,024839;0,027245;0,026488;0,025057;0,02592;0,026713;0,029917;0,031751;0,028686;0,032013
0,026716;0,027544;0,028885;0,027497;0,027009;0,027709;0,031098;0,027478;0,026149;0,028445
0,026134;0,025859;0,026977;0,028335;0,027752;0,027442;0,032183;0,031641;0,030335;0,026824
0,027705;0,026358;0,026494;0,026027;0,025872;0,027294;0,032935;0,031512;0,027939;0,028748
0,026652;0,02492;0,028111;0,0273;0,028596;0,027277;0,03111;0,030968;0,028183;0,025978
0,02961;0,029311;0,026061;0,03068;0,026442;0,024155;0,031507;0,032657;0,031283;0,027136
0,025845;0,025686;0,027766;0,03077;0,028312;0,027017;0,029115;0,036491;0,028511;0,027739
0,027836;0,02568;0,028051;0,027454;0,026729;0,022299;0,03181;0,029518;0,030038;0,028097
0,027182;0,025894;0,026695;0,027822;0,025952;0,028856;0,030756;0,031524;0,025818;0,030407
0,024752;0,025443;0,026503;0,02525;0,028995;0,023669;0,033923;0,032275;0,028952;0,026889
0,027006;0,026073;0,027976;0,030796;0,026917;0,027206;0,031463;0,030287;0,02684;0,029388
0,026712;0,026429;0,02533;0,030273;0,0261;0,029256;0,031204;0,03138;0,029008;0,025505
0,028227;0,027826;0,025587;0,030104;0,028423;0,026867;0,031261;0,032769;0,028004;0,02854
0,026131;0,024776;0,026251;0,027471;0,025837;0,026537;0,030284;0,031551;0,028461;0,029157
0,024914;0,025351;0,024488;0,026498;0,02649;0,027895;0,03347;0,030863;0,027319;0,026712
0,027563;0,027075;0,027534;0,027896;0,02752;0,028342;0,029932;0,031145;0,028001;0,026987
0,025745;0,024738;0,024652;0,028014;0,027219;0,024625;0,032866;0,029506;0,029329;0,029369
0,024946;0,025379;0,027083;0,028152;0,025711;0,025868;0,028056;0,028305;0,028654;0,031325
0,026478;0,027316;0,024644;0,029439;0,027036;0,028386;0,031244;0,033923;0,030487;0,029914
0,025462;0,024436;0,0265;0,025452;0,026235;0,026829;0,032839;0,028919;0,028477;0,03112
0,028385;0,025328;0,024593;0,025722;0,027269;0,026236;0,033481;0,028853;0,02998;0,030814
